HAS_FIRE;Elevation;Slope;NDVI;Hydrography (m);Road (m);LULC;Pop. Density (hab/km²)
1;728,6539917;6,686260223;0,518902004;219,2160034;423,4200134;4;1,103440046
1;726,0040283;3,478709936;0,483880997;516,7960205;1605,160034;4;0,895577013
1;780,5319824;2,793370008;0,432581007;1671,98999;250,6829987;2;0,895577013
1;721,0709839;3,863120079;0,509895027;2083,659912;886,2990112;4;0,895577013
1;693,2529907;2,105779886;0,483740002;1620,630005;429,9179993;4;0,895577013
1;703,5949707;1,828580022;0,468722999;1983,689941;1431,699951;4;1,103440046
1;701,5319824;2,209029913;0,528995991;5571,459961;603,4190063;4;1,103440046
1;695,0510254;1,233369946;0,713236988;792,7299805;67,97599792;5;1,103440046
1;704,6550293;0,583339989;0,495350987;5152,740234;1003,650024;4;1,103440046
1;721,8439941;4,358640194;0,515019;530,9099731;435,2590027;4;1,103440046
1;715,2979736;1,443179965;0,514312029;1536,319946;1061,819946;4;1,103440046
1;694,9920044;1,733950019;0,539996028;5521,140137;1349,969971;4;1,103440046
1;725,9840088;3,638210058;0,46134901;5797,759766;626,7080078;3;1,103440046
1;713,8759766;3,00999999;0,478408009;5479,140137;128,9750061;4;1,103440046
1;722,6329956;6,17674017;0,399051994;3138,25;109,6080017;5;0,895577013
1;714,9110107;2,296679974;0,484227002;151,9989929;67,97599792;4;1,103440046
1;689,3829956;3,711169958;0,441278994;2890,379883;490,1820068;4;1,103440046
1;723,3549805;2,064039946;0,559396982;2865,330078;471,9320068;4;3,511869907
1;695,3920288;1,458870053;0,427307993;2365,139893;838,6160278;4;1,103440046
1;692,3519897;1,74714005;0,463077009;3427,639893;0;5;0,672481
1;721,8560181;2,152610064;0,528173983;3741,149902;732,1240234;4;3,511869907
1;715,4229736;1,227839947;0,40636301;961,3259888;1981,819946;4;1,103440046
1;760,625;3,948220015;0,453105986;818,5390015;1519,380005;4;0,895577013
1;675,5579834;2,142250061;0,554247022;4239;0;5;1,103440046
1;709,4920044;3,110239983;0,333225012;4089,530029;42,9917984;5;3,511869907
1;689,3980103;2,984570026;0,517791986;5018,27002;826,9639893;4;1,103440046
1;734,434021;2,622200012;0,462967008;558,065979;2341,570068;4;1,103440046
1;686,3040161;3,85729003;0,492648989;2957,699951;408,9869995;4;0,672481
1;715,5170288;1,342389941;0,417944998;1770,77002;1674,199951;4;1,103440046
1;739,3790283;3,336030006;0,505653024;1182,469971;1167,920044;4;0,895577013
1;743,7750244;1,777019978;0,49734199;4003,669922;1325,439941;4;3,511869907
1;747,9710083;4,04282999;0,535037994;1329,619995;2419,97998;3;1,103440046
1;701,4799805;1,876270056;0,385605007;1509,310059;599,5780029;4;0,895577013
1;698,7630005;1,762429953;0,41534701;1247,869995;1307,540039;4;1,103440046
1;662,1970215;0,911602974;0,444599003;3933,810059;221,3139954;5;1,103440046
1;715,8989868;3,484999895;0,507501006;1128,47998;1139,48999;4;0,895577013
1;677,5819702;4,247809887;0,46438399;2714,959961;42,9917984;4;1,103440046
1;720,1519775;1,898399949;0,452957988;2020,609985;856,6060181;4;0,895577013
1;732,5040283;1,434069991;0,472537994;1130,939941;1061,819946;4;0,895577013
1;697,2260132;2,433320045;0,540540993;3348,949951;395,196991;5;0,672481
1;765,3579712;6,507150173;0,551545024;1074,359985;60,79959869;4;1,103440046
1;704,3939819;0,444498003;0,486326009;3277,120117;1161,569946;4;1,103440046
